date,ville,categorie,produit,quantite,montant
2023-07-19,Roubaix,Sport,Tapis yoga,3,1975.08
2023-07-19,Lille,Électroménager,Robot cuiseur,3,674.92
2023-07-19,Lille,Électroménager,Cafetière,3,1176.72
2023-07-19,En ligne,Mode,Baskets ville,8,3684.08
2023-07-19,Dunkerque,Électroménager,Aspirateur,1,191.18
2023-07-19,Dunkerque,Bricolage,Boîte à outils,4,332.84
2023-07-19,Dunkerque,Sport,Vélo VTT,3,1635.63
2023-07-19,Roubaix,Sport,Tapis yoga,5,3291.8
2023-07-19,Dunkerque,Électroménager,Micro-ondes,2,906.32
2023-07-19,Tourcoing,Sport,Haltères 10kg,4,393.2
2023-07-19,Amiens,Mode,Robe été,3,889.56
2023-07-19,Valenciennes,Maison,Rideau occultant,2,202.42
2023-07-19,Lille,Maison,Rideau occultant,2,202.42
2023-07-19,Valenciennes,Électroménager,Aspirateur,7,1338.26
2023-07-19,Lille,Électroménager,Micro-ondes,6,2718.96
2023-07-19,En ligne,Électroménager,Aspirateur,5,955.9
2023-07-19,Dunkerque,Maison,Couette 220x240,3,672.27
2023-07-19,Tourcoing,Mode,T-shirt coton,4,2018.68
2023-07-19,Lille,Bricolage,Perceuse,4,422.64
2023-07-19,Valenciennes,Maison,Étagère bois,8,2236.72
2023-07-19,En ligne,Maison,Étagère bois,8,2236.72
2023-07-19,Dunkerque,Sport,Chaussures running,2,1139.06
2023-07-19,Dunkerque,Mode,Jean homme,3,816.81
2023-07-19,En ligne,Sport,Maillot bain,6,2104.62
2023-07-20,Lille,Maison,Set casseroles,5,3534.25
2023-07-20,Roubaix,Sport,Raquette tennis,5,3354.4
2023-07-20,Amiens,Sport,Tapis yoga,5,3291.8
2023-07-20,Roubaix,Électroménager,Bouilloire,2,1452.08
2023-07-20,Valenciennes,Sport,Raquette tennis,6,4237.14
2023-07-20,Dunkerque,Bricolage,Perceuse,5,528.3
2023-07-20,Valenciennes,Maison,Rideau occultant,2,202.42
2023-07-20,Amiens,Bricolage,Boîte à outils,8,665.68
2023-07-20,Tourcoing,Électroménager,Bouilloire,4,2904.16
2023-07-20,Roubaix,Sport,Maillot bain,4,1403.08
2023-07-20,Amiens,Sport,Raquette tennis,6,4237.14
2023-07-20,En ligne,Électroménager,Réfrigérateur,4,1549.48
2023-07-20,Amiens,Maison,Couette 220x240,6,1344.54
2023-07-20,Amiens,Électroménager,Aspirateur,8,1452.97
2023-07-20,Lille,Électroménager,Cafetière,5,1961.2
2023-07-20,En ligne,Sport,Vélo VTT,1,545.21
2023-07-20,Amiens,Mode,Jean homme,5,1361.35
2023-07-20,Dunkerque,Électroménager,Aspirateur,6,1147.08
2023-07-20,Dunkerque,Bricolage,Perceuse,7,739.62
2023-07-20,Tourcoing,Bricolage,Tournevis set,8,5090.24
2023-07-20,Dunkerque,Électroménager,Bouilloire,3,2178.12
2023-07-20,Roubaix,Sport,Chaussures running,7,3986.71
2023-07-20,Valenciennes,Sport,Ballon foot,4,380.38
2023-07-20,Lille,Mode,T-shirt coton,5,2523.35
2023-07-21,Roubaix,Électroménager,Micro-ondes,2,861.0
2023-07-21,Roubaix,Maison,Lampe LED,5,671.1
2023-07-21,Lille,Électroménager,Bouilloire,2,1452.08
2023-07-21,Lille,Sport,Maillot bain,5,1578.46
2023-07-21,Lille,Sport,Tapis yoga,3,1777.57
2023-07-21,Dunkerque,Mode,Veste hiver,3,1967.97
2023-07-21,Tourcoing,Bricolage,Perceuse,1,105.66
2023-07-21,Roubaix,Mode,Baskets ville,3,1381.53
2023-07-21,Lille,Sport,Haltères 10kg,2,196.6
2023-07-21,Lille,Mode,Baskets ville,1,460.51
2023-07-21,En ligne,Bricolage,Boîte à outils,5,416.05
2023-07-21,Roubaix,Sport,Haltères 10kg,7,688.1
2023-07-21,Lille,Électroménager,Micro-ondes,4,1812.64
2023-07-21,Amiens,Sport,Maillot bain,5,1753.85
2023-07-21,Lille,Sport,Haltères 10kg,1,88.47
2023-07-21,Amiens,Sport,Chaussures running,4,2278.12
2023-07-22,Tourcoing,Électroménager,Cafetière,5,1961.2
2023-07-22,Amiens,Sport,Ballon foot,5,500.5
2023-07-22,En ligne,Électroménager,Micro-ondes,4,1631.38
2023-07-22,Roubaix,Électroménager,Cafetière,1,353.02
2023-07-22,Roubaix,Maison,Set casseroles,4,2827.4
2023-07-22,Roubaix,Électroménager,Cafetière,5,1961.2
2023-07-22,Lille,Sport,Raquette tennis,3,2012.64
2023-07-22,Roubaix,Sport,Chaussures running,7,3588.04
2023-07-22,Amiens,Sport,Chaussures running,1,569.53
2023-07-22,Lille,Électroménager,Bouilloire,4,2904.16
2023-07-22,Roubaix,Sport,Maillot bain,2,701.54
2023-07-22,Dunkerque,Maison,Étagère bois,1,279.59
2023-07-22,Lille,Électroménager,Cafetière,2,784.48
2023-07-22,Valenciennes,Sport,Chaussures running,2,1025.15
2023-07-22,Valenciennes,Bricolage,Peinture 5L,1,578.55
2023-07-22,Lille,Électroménager,Bouilloire,4,2904.16
2023-07-22,Lille,Électroménager,Cafetière,4,1568.96
2023-07-23,En ligne,Électroménager,Bouilloire,5,3630.2
2023-07-23,En ligne,Sport,Chaussures running,3,1708.59
2023-07-23,En ligne,Maison,Set casseroles,6,4241.1
2023-07-23,Roubaix,Mode,Baskets ville,8,3684.08
2023-07-23,Valenciennes,Électroménager,Réfrigérateur,3,1162.11
2023-07-23,En ligne,Maison,Étagère bois,2,559.18
2023-07-23,Roubaix,Maison,Set casseroles,6,4029.04
2023-07-23,En ligne,Bricolage,Boîte à outils,1,83.21
2023-07-23,Lille,Sport,Chaussures running,2,1139.06
2023-07-23,Lille,Bricolage,Peinture 5L,3,1827.0
2023-07-23,Lille,Maison,Étagère bois,1,279.59
2023-07-23,Lille,Maison,Lampe LED,2,268.44
2023-07-23,En ligne,Maison,Set casseroles,8,4523.84
2023-07-24,Lille,Électroménager,Cafetière,5,1961.2
2023-07-24,Dunkerque,Électroménager,Cafetière,6,2353.44
2023-07-24,Valenciennes,Sport,Vélo VTT,4,2180.84
2023-07-24,Lille,Sport,Tapis yoga,2,1316.72
2023-07-24,Roubaix,Électroménager,Aspirateur,2,382.36
2023-07-24,Roubaix,Mode,Pull laine,8,7075.92
2023-07-24,Lille,Mode,Jean homme,7,1905.89
2023-07-24,Amiens,Électroménager,Aspirateur,1,172.06
2023-07-24,Amiens,Maison,Couette 220x240,6,1344.54
2023-07-24,Lille,Maison,Étagère bois,2,559.18
2023-07-24,En ligne,Électroménager,Robot cuiseur,6,1499.82
2023-07-24,Lille,Mode,Pull laine,4,3537.96
2023-07-24,Roubaix,Maison,Lampe LED,2,268.44
2023-07-24,Valenciennes,Sport,Vélo VTT,3,1635.63
2023-07-24,Lille,Mode,Robe été,4,1186.08
2023-07-24,Lille,Mode,Baskets ville,7,3062.39
2023-07-25,Amiens,Sport,Chaussures running,5,2562.88
2023-07-25,Amiens,Mode,Jean homme,1,272.27
2023-07-25,Amiens,Maison,Rideau occultant,6,607.26
2023-07-25,Valenciennes,Bricolage,Tournevis set,4,2545.12
2023-07-25,Dunkerque,Électroménager,Bouilloire,3,1960.31
2023-07-25,Amiens,Électroménager,Bouilloire,6,4356.24
2023-07-25,Dunkerque,Sport,Chaussures running,1,569.53
2023-07-25,Dunkerque,Bricolage,Boîte à outils,6,499.26
2023-07-25,Valenciennes,Bricolage,Échelle alu,7,2358.56
2023-07-25,En ligne,Mode,Pull laine,2,1768.98
2023-07-25,En ligne,Maison,Rideau occultant,7,708.47
2023-07-25,Dunkerque,Électroménager,Cafetière,1,372.63
2023-07-25,En ligne,Sport,Haltères 10kg,1,98.3
2023-07-25,Amiens,Mode,Veste hiver,7,4591.93
2023-07-26,Roubaix,Maison,Set casseroles,2,1413.7
2023-07-26,Amiens,Sport,Raquette tennis,3,2118.57
2023-07-26,En ligne,Mode,Baskets ville,7,3223.57
2023-07-26,Lille,Maison,Set casseroles,2,1413.7
2023-07-26,Lille,Électroménager,Aspirateur,3,573.54
2023-07-26,Dunkerque,Sport,Raquette tennis,6,4237.14
2023-07-26,Amiens,Bricolage,Échelle alu,1,354.67
2023-07-26,En ligne,Bricolage,Perceuse,2,211.32
2023-07-26,Roubaix,Sport,Chaussures running,3,1537.73
2023-07-26,Amiens,Électroménager,Aspirateur,8,1529.44
2023-07-26,Dunkerque,Bricolage,Peinture 5L,4,2436.0
2023-07-26,Roubaix,Sport,Raquette tennis,3,1906.71
2023-07-26,Amiens,Bricolage,Perceuse,8,676.22
2023-07-26,Amiens,Mode,Veste hiver,4,2492.76
2023-07-26,Dunkerque,Bricolage,Boîte à outils,2,166.42
2023-07-26,Roubaix,Sport,Raquette tennis,5,3530.95
2023-07-27,Amiens,Sport,Ballon foot,1,100.1
2023-07-27,Roubaix,Sport,Chaussures running,3,1708.59
2023-07-27,Amiens,Mode,Jean homme,4,1089.08
2023-07-27,Amiens,Bricolage,Perceuse,4,422.64
2023-07-27,Valenciennes,Bricolage,Tournevis set,5,3181.4
2023-07-27,En ligne,Maison,Set casseroles,4,2544.66
2023-07-27,Lille,Bricolage,Boîte à outils,4,299.56
2023-07-27,En ligne,Électroménager,Aspirateur,5,955.9
2023-07-27,Roubaix,Bricolage,Peinture 5L,1,609.0
2023-07-27,Lille,Bricolage,Perceuse,1,105.66
2023-07-27,Lille,Maison,Set casseroles,8,5654.8
2023-07-27,Dunkerque,Électroménager,Aspirateur,2,382.36
2023-07-27,En ligne,Électroménager,Cafetière,4,1568.96
2023-07-27,En ligne,Sport,Raquette tennis,3,2012.64
2023-07-27,Valenciennes,Mode,T-shirt coton,4,1917.75
2023-07-27,Roubaix,Bricolage,Échelle alu,3,1064.01
2023-07-27,Valenciennes,Sport,Tapis yoga,5,3291.8
2023-07-27,Dunkerque,Maison,Set casseroles,2,1343.02
2023-07-27,Amiens,Bricolage,Peinture 5L,1,609.0
2023-07-27,En ligne,Électroménager,Robot cuiseur,6,1349.84
2023-07-27,Tourcoing,Bricolage,Échelle alu,3,1010.81
2023-07-27,Lille,Électroménager,Réfrigérateur,3,1162.11
2023-07-27,Roubaix,Bricolage,Échelle alu,8,2837.36
2023-07-27,Roubaix,Électroménager,Réfrigérateur,5,1936.85
2023-07-27,Tourcoing,Sport,Maillot bain,5,1753.85
2023-07-28,Valenciennes,Électroménager,Aspirateur,4,764.72
2023-07-28,Tourcoing,Maison,Étagère bois,1,279.59
2023-07-28,Amiens,Bricolage,Perceuse,2,211.32
2023-07-28,Roubaix,Mode,Robe été,2,593.04
2023-07-28,Tourcoing,Bricolage,Échelle alu,4,1347.75
2023-07-28,Roubaix,Électroménager,Aspirateur,3,573.54
2023-07-28,Tourcoing,Électroménager,Réfrigérateur,5,1936.85
2023-07-28,Amiens,Sport,Vélo VTT,5,2726.05
2023-07-28,Valenciennes,Maison,Canapé 3 places,4,984.92
2023-07-28,Tourcoing,Électroménager,Robot cuiseur,2,499.94
2023-07-28,Amiens,Mode,Robe été,4,1186.08
2023-07-28,En ligne,Maison,Canapé 3 places,8,1969.84
2023-07-28,Amiens,Mode,Jean homme,2,544.54
2023-07-28,En ligne,Maison,Rideau occultant,1,101.21
2023-07-28,Amiens,Électroménager,Aspirateur,3,544.86
2023-07-28,En ligne,Sport,Ballon foot,6,600.6
2023-07-28,Lille,Électroménager,Réfrigérateur,5,1936.85
2023-07-29,Amiens,Maison,Set casseroles,5,3534.25
2023-07-29,En ligne,Bricolage,Boîte à outils,4,332.84
2023-07-29,Lille,Maison,Set casseroles,2,1413.7
2023-07-29,Lille,Mode,Robe été,3,889.56
2023-07-29,Valenciennes,Sport,Vélo VTT,1,545.21
2023-07-29,Valenciennes,Électroménager,Robot cuiseur,5,1249.85
2023-07-29,Roubaix,Maison,Canapé 3 places,1,246.23
2023-07-29,Valenciennes,Sport,Chaussures running,3,1708.59
2023-07-29,Roubaix,Bricolage,Peinture 5L,3,1644.3
2023-07-29,Roubaix,Sport,Tapis yoga,6,3950.16
2023-07-29,Amiens,Sport,Maillot bain,5,1753.85
2023-07-29,Dunkerque,Mode,T-shirt coton,3,1514.01
2023-07-29,Tourcoing,Sport,Chaussures running,4,2164.21
2023-07-29,Tourcoing,Bricolage,Échelle alu,1,354.67
2023-07-29,Lille,Maison,Couette 220x240,5,1120.45
2023-07-29,Roubaix,Mode,Jean homme,1,258.66
2023-07-29,En ligne,Mode,Pull laine,6,5306.94
2023-07-30,En ligne,Sport,Maillot bain,6,2104.62
2023-07-30,Tourcoing,Sport,Vélo VTT,3,1635.63
2023-07-30,En ligne,Mode,T-shirt coton,6,3028.02
2023-07-30,En ligne,Maison,Canapé 3 places,3,738.69
2023-07-30,Dunkerque,Maison,Rideau occultant,2,202.42
2023-07-30,Lille,Maison,Canapé 3 places,5,1231.15
2023-07-30,Dunkerque,Mode,Baskets ville,6,2763.06
2023-07-30,En ligne,Mode,Robe été,5,1186.08
2023-07-30,Lille,Bricolage,Boîte à outils,2,166.42
2023-07-30,Dunkerque,Électroménager,Aspirateur,2,382.36
2023-07-30,Valenciennes,Sport,Haltères 10kg,2,186.77
2023-07-30,Lille,Mode,Veste hiver,5,3279.95
2023-07-30,Lille,Sport,Chaussures running,4,2278.12
2023-07-30,Dunkerque,Sport,Haltères 10kg,2,196.6
2023-07-30,Tourcoing,Mode,Jean homme,1,272.27
2023-07-30,Lille,Mode,Pull laine,5,4422.45
2023-07-30,Lille,Sport,Ballon foot,5,500.5
2023-07-31,Lille,Mode,Veste hiver,1,655.99
2023-07-31,Amiens,Mode,Veste hiver,3,1967.97
2023-07-31,Tourcoing,Maison,Rideau occultant,5,480.75
2023-07-31,En ligne,Électroménager,Cafetière,4,1568.96
2023-07-31,Amiens,Bricolage,Peinture 5L,1,609.0
2023-07-31,En ligne,Maison,Canapé 3 places,1,246.23
2023-07-31,Dunkerque,Sport,Vélo VTT,5,2180.84
2023-07-31,Roubaix,Électroménager,Robot cuiseur,6,1499.82
2023-07-31,Dunkerque,Électroménager,Réfrigérateur,4,1549.48
2023-07-31,Lille,Bricolage,Perceuse,1,105.66
2023-07-31,Lille,Maison,Rideau occultant,4,404.84
2023-07-31,Tourcoing,Sport,Raquette tennis,4,2542.28
2023-07-31,Dunkerque,Bricolage,Échelle alu,1,354.67
2023-08-01,Roubaix,Sport,Ballon foot,1,100.1
2023-08-01,Roubaix,Maison,Rideau occultant,2,202.42
2023-08-01,Dunkerque,Maison,Étagère bois,5,1397.95
2023-08-01,Tourcoing,Mode,Veste hiver,1,655.99
2023-08-01,En ligne,Électroménager,Robot cuiseur,3,749.91
2023-08-01,Lille,Bricolage,Échelle alu,3,1064.01
2023-08-01,Roubaix,Sport,Maillot bain,5,1753.85
2023-08-01,Lille,Bricolage,Tournevis set,3,1908.84
2023-08-01,En ligne,Maison,Étagère bois,4,1118.36
2023-08-01,Valenciennes,Maison,Lampe LED,2,268.44
2023-08-01,Roubaix,Bricolage,Perceuse,6,633.96
2023-08-01,Lille,Sport,Raquette tennis,1,706.19
2023-08-01,Dunkerque,Sport,Ballon foot,1,90.09
2023-08-01,Dunkerque,Maison,Étagère bois,4,1118.36
2023-08-01,Roubaix,Bricolage,Échelle alu,2,709.34
2023-08-01,Valenciennes,Sport,Tapis yoga,1,658.36
2023-08-01,Dunkerque,Sport,Tapis yoga,4,2633.44
2023-08-02,Dunkerque,Maison,Étagère bois,3,838.77
2023-08-02,Lille,Maison,Set casseroles,1,706.85
2023-08-02,Amiens,Mode,T-shirt coton,5,2523.35
2023-08-02,Tourcoing,Maison,Canapé 3 places,3,738.69
2023-08-02,En ligne,Maison,Canapé 3 places,4,886.43
2023-08-02,Roubaix,Bricolage,Peinture 5L,2,1218.0
2023-08-02,Roubaix,Bricolage,Boîte à outils,3,249.63
2023-08-02,Tourcoing,Sport,Vélo VTT,3,1635.63
2023-08-02,Lille,Sport,Haltères 10kg,6,589.8
2023-08-02,Amiens,Électroménager,Micro-ondes,4,1722.01
2023-08-02,Roubaix,Maison,Lampe LED,3,402.66
2023-08-02,Tourcoing,Mode,Baskets ville,5,2302.55
2023-08-02,Amiens,Bricolage,Tournevis set,4,2545.12
2023-08-02,Roubaix,Sport,Maillot bain,6,2104.62
2023-08-02,Dunkerque,Électroménager,Aspirateur,3,573.54
2023-08-02,Lille,Mode,Jean homme,3,775.97
2023-08-02,Lille,Maison,Set casseroles,5,3534.25
2023-08-02,Valenciennes,Mode,Baskets ville,1,460.51
2023-08-02,Roubaix,Sport,Haltères 10kg,2,186.77
2023-08-02,Lille,Mode,Jean homme,3,816.81
2023-08-02,Roubaix,Électroménager,Aspirateur,2,382.36
2023-08-03,Amiens,Mode,Pull laine,2,1768.98
2023-08-03,Lille,Électroménager,Aspirateur,6,1147.08
2023-08-03,Dunkerque,Bricolage,Échelle alu,5,1773.35
2023-08-03,Valenciennes,Mode,Pull laine,5,4201.33
2023-08-03,Dunkerque,Sport,Vélo VTT,4,2180.84
2023-08-03,Amiens,Sport,Ballon foot,1,100.1
2023-08-03,Valenciennes,Maison,Set casseroles,1,706.85
2023-08-03,Tourcoing,Bricolage,Tournevis set,3,1908.84
2023-08-03,Lille,Mode,T-shirt coton,1,504.67
2023-08-03,Tourcoing,Sport,Ballon foot,3,300.3
2023-08-03,Dunkerque,Sport,Ballon foot,2,200.2
2023-08-03,Lille,Mode,Pull laine,1,840.27
2023-08-03,Dunkerque,Sport,Ballon foot,4,400.4
2023-08-03,Dunkerque,Sport,Ballon foot,6,570.57
2023-08-03,Roubaix,Maison,Rideau occultant,3,303.63
2023-08-03,Lille,Électroménager,Réfrigérateur,2,774.74
2023-08-03,Amiens,Électroménager,Aspirateur,2,382.36
2023-08-03,En ligne,Sport,Raquette tennis,1,706.19
2023-08-03,Tourcoing,Bricolage,Boîte à outils,4,332.84
2023-08-03,Lille,Électroménager,Réfrigérateur,3,1162.11
2023-08-04,Dunkerque,Sport,Maillot bain,1,350.77
2023-08-04,Lille,Électroménager,Bouilloire,1,726.04
2023-08-04,Tourcoing,Mode,Veste hiver,1,655.99
2023-08-04,Lille,Électroménager,Cafetière,1,392.24
2023-08-04,Lille,Mode,T-shirt coton,1,504.67
2023-08-04,Dunkerque,Sport,Ballon foot,6,600.6
2023-08-04,Roubaix,Sport,Chaussures running,4,2278.12
2023-08-04,Valenciennes,Bricolage,Tournevis set,2,1145.3
2023-08-04,Roubaix,Maison,Étagère bois,4,1118.36
2023-08-04,Roubaix,Électroménager,Cafetière,3,1176.72
2023-08-04,Dunkerque,Maison,Couette 220x240,5,1120.45
2023-08-04,Lille,Électroménager,Robot cuiseur,2,499.94
2023-08-04,En ligne,Bricolage,Boîte à outils,2,166.42
2023-08-04,Valenciennes,Bricolage,Boîte à outils,1,83.21
2023-08-04,Lille,Maison,Set casseroles,6,4241.1
2023-08-04,En ligne,Sport,Chaussures running,1,569.53
2023-08-04,En ligne,Maison,Canapé 3 places,5,1169.59
2023-08-04,Tourcoing,Sport,Maillot bain,2,701.54
2023-08-04,Lille,Sport,Ballon foot,1,100.1
2023-08-04,Tourcoing,Mode,Robe été,3,889.56
2023-08-04,En ligne,Électroménager,Bouilloire,5,3630.2
2023-08-05,Roubaix,Maison,Couette 220x240,3,638.66
2023-08-05,Roubaix,Bricolage,Boîte à outils,1,83.21
2023-08-05,Tourcoing,Électroménager,Robot cuiseur,2,499.94
2023-08-05,En ligne,Maison,Lampe LED,2,268.44
2023-08-05,Valenciennes,Sport,Raquette tennis,1,706.19
2023-08-05,En ligne,Maison,Lampe LED,4,536.88
2023-08-05,Dunkerque,Bricolage,Peinture 5L,1,578.55
2023-08-05,Lille,Bricolage,Peinture 5L,1,609.0
2023-08-05,Amiens,Sport,Tapis yoga,2,1185.05
2023-08-05,Lille,Sport,Chaussures running,3,1708.59
2023-08-05,Dunkerque,Sport,Ballon foot,3,300.3
2023-08-05,Valenciennes,Bricolage,Peinture 5L,5,3045.0
2023-08-05,Lille,Bricolage,Perceuse,3,316.98
2023-08-06,En ligne,Électroménager,Cafetière,3,1176.72
2023-08-06,Tourcoing,Maison,Couette 220x240,3,672.27
2023-08-06,Tourcoing,Bricolage,Perceuse,1,95.09
2023-08-06,Amiens,Maison,Lampe LED,5,671.1
2023-08-06,Lille,Bricolage,Perceuse,3,301.13
2023-08-06,Lille,Mode,Pull laine,1,884.49
2023-08-06,Dunkerque,Sport,Tapis yoga,3,1975.08
2023-08-06,Dunkerque,Maison,Canapé 3 places,3,738.69
2023-08-06,Lille,Sport,Raquette tennis,3,2118.57
2023-08-06,Roubaix,Électroménager,Micro-ondes,2,906.32
2023-08-06,Lille,Bricolage,Tournevis set,2,1272.56
2023-08-06,Dunkerque,Bricolage,Boîte à outils,2,166.42
2023-08-06,Dunkerque,Sport,Raquette tennis,4,2824.76
2023-08-06,Lille,Sport,Vélo VTT,2,1035.9
2023-08-06,Dunkerque,Électroménager,Aspirateur,5,955.9
2023-08-06,Amiens,Sport,Chaussures running,2,1139.06
2023-08-06,Dunkerque,Électroménager,Réfrigérateur,3,1162.11
2023-08-06,En ligne,Mode,Robe été,2,593.04
2023-08-06,Amiens,Mode,T-shirt coton,5,2523.35
2023-08-06,Lille,Électroménager,Micro-ondes,3,1359.48
2023-08-07,En ligne,Sport,Tapis yoga,3,1975.08
2023-08-07,En ligne,Sport,Raquette tennis,2,1412.38
2023-08-07,Valenciennes,Maison,Canapé 3 places,2,443.21
2023-08-07,En ligne,Mode,Robe été,1,296.52
2023-08-07,Roubaix,Maison,Set casseroles,2,1343.02
2023-08-07,Amiens,Bricolage,Peinture 5L,2,1218.0
2023-08-07,Valenciennes,Mode,Jean homme,2,544.54
2023-08-07,En ligne,Sport,Vélo VTT,2,1090.42
2023-08-07,Lille,Électroménager,Bouilloire,3,2178.12
2023-08-07,Roubaix,Mode,Robe été,3,889.56
2023-08-07,Lille,Bricolage,Tournevis set,5,3181.4
2023-08-07,Dunkerque,Bricolage,Perceuse,5,528.3
2023-08-07,Lille,Électroménager,Bouilloire,5,3630.2
2023-08-07,Dunkerque,Mode,Jean homme,3,816.81
2023-08-07,Valenciennes,Électroménager,Cafetière,1,372.63
2023-08-07,Tourcoing,Électroménager,Réfrigérateur,5,1936.85
2023-08-07,Roubaix,Sport,Maillot bain,4,1403.08
2023-08-07,Tourcoing,Mode,Veste hiver,4,2623.96
2023-08-07,Amiens,Maison,Set casseroles,1,706.85
2023-08-07,Valenciennes,Maison,Canapé 3 places,1,246.23
2023-08-07,En ligne,Maison,Lampe LED,2,255.02
2023-08-07,Dunkerque,Électroménager,Cafetière,4,1568.96
2023-08-07,Roubaix,Sport,Maillot bain,5,1753.85
2023-08-07,En ligne,Mode,Jean homme,2,544.54
2023-08-08,Dunkerque,Électroménager,Réfrigérateur,3,1162.11
2023-08-08,Valenciennes,Électroménager,Cafetière,2,784.48
2023-08-08,En ligne,Maison,Rideau occultant,2,202.42
2023-08-08,Lille,Électroménager,Micro-ondes,1,430.5
2023-08-08,Roubaix,Électroménager,Aspirateur,3,573.54
2023-08-08,En ligne,Sport,Vélo VTT,5,2589.75
2023-08-08,Lille,Mode,Pull laine,4,3537.96
2023-08-08,Lille,Sport,Maillot bain,1,350.77
2023-08-08,Roubaix,Sport,Tapis yoga,3,1975.08
2023-08-09,Lille,Bricolage,Boîte à outils,6,499.26
2023-08-09,Dunkerque,Bricolage,Peinture 5L,4,2436.0
2023-08-09,Valenciennes,Électroménager,Bouilloire,4,2758.95
2023-08-09,Amiens,Bricolage,Peinture 5L,5,3045.0
2023-08-09,Roubaix,Maison,Rideau occultant,1,96.15
2023-08-09,Amiens,Mode,Jean homme,4,1034.63
2023-08-09,Dunkerque,Sport,Chaussures running,1,569.53
2023-08-09,Dunkerque,Sport,Maillot bain,2,701.54
2023-08-09,Amiens,Bricolage,Tournevis set,2,1272.56
2023-08-09,Roubaix,Mode,Jean homme,2,544.54
2023-08-09,Roubaix,Maison,Rideau occultant,6,607.26
2023-08-09,Amiens,Bricolage,Tournevis set,1,636.28
2023-08-09,Tourcoing,Sport,Ballon foot,2,200.2
2023-08-09,Dunkerque,Électroménager,Micro-ondes,5,2265.8
2023-08-09,Lille,Mode,Baskets ville,1,460.51
2023-08-09,Lille,Sport,Tapis yoga,3,1975.08
2023-08-09,Roubaix,Électroménager,Micro-ondes,2,906.32
2023-08-10,Roubaix,Maison,Couette 220x240,1,224.09
2023-08-10,Lille,Sport,Chaussures running,4,2278.12
2023-08-10,Lille,Maison,Canapé 3 places,5,1231.15
2023-08-10,Tourcoing,Sport,Chaussures running,3,1708.59
2023-08-10,En ligne,Maison,Canapé 3 places,3,738.69
2023-08-10,Dunkerque,Maison,Étagère bois,3,838.77
2023-08-10,Roubaix,Sport,Raquette tennis,4,2824.76
2023-08-10,Valenciennes,Électroménager,Cafetière,4,1568.96
2023-08-10,Roubaix,Électroménager,Cafetière,2,784.48
2023-08-10,En ligne,Maison,Canapé 3 places,2,492.46
2023-08-10,En ligne,Sport,Maillot bain,3,1052.31
2023-08-10,En ligne,Électroménager,Aspirateur,1,191.18
2023-08-10,Lille,Sport,Ballon foot,1,100.1
2023-08-11,Dunkerque,Maison,Couette 220x240,1,224.09
2023-08-11,En ligne,Électroménager,Aspirateur,4,764.72
2023-08-11,En ligne,Mode,Pull laine,1,884.49
2023-08-11,Tourcoing,Mode,Veste hiver,3,1967.97
2023-08-11,Tourcoing,Sport,Maillot bain,1,350.77
2023-08-11,Dunkerque,Mode,Veste hiver,1,655.99
2023-08-11,Tourcoing,Électroménager,Réfrigérateur,6,2324.22
2023-08-11,Lille,Sport,Chaussures running,1,569.53
2023-08-11,En ligne,Sport,Tapis yoga,2,1185.05
2023-08-11,Valenciennes,Sport,Maillot bain,2,701.54
2023-08-12,En ligne,Maison,Rideau occultant,5,506.05
2023-08-12,Amiens,Sport,Ballon foot,3,240.24
2023-08-12,Roubaix,Maison,Couette 220x240,6,1344.54
2023-08-12,Valenciennes,Mode,Baskets ville,2,921.02
2023-08-12,Dunkerque,Sport,Ballon foot,1,100.1
2023-08-12,Roubaix,Maison,Canapé 3 places,4,984.92
2023-08-12,Valenciennes,Bricolage,Boîte à outils,3,249.63
2023-08-12,Dunkerque,Électroménager,Réfrigérateur,1,387.37
2023-08-12,Amiens,Maison,Set casseroles,2,1413.7
2023-08-12,En ligne,Sport,Ballon foot,2,200.2
2023-08-12,Lille,Mode,Baskets ville,4,1657.84
2023-08-12,Roubaix,Sport,Chaussures running,2,1139.06
2023-08-12,Tourcoing,Électroménager,Robot cuiseur,3,674.92
2023-08-12,Lille,Électroménager,Réfrigérateur,3,1162.11
2023-08-13,Lille,Électroménager,Robot cuiseur,5,1249.85
2023-08-13,En ligne,Électroménager,Cafetière,1,392.24
2023-08-13,Tourcoing,Mode,Baskets ville,5,2302.55
2023-08-13,Dunkerque,Sport,Tapis yoga,1,658.36
2023-08-13,Amiens,Sport,Maillot bain,1,350.77
