id,raison_sociale,pays_declare,numero_tva,date_saisie,source_saisie
3388,Metallo Trading AB,NL,NL811173562B50,2025-01-12,import_fournisseur
3389,Vela Materials Oy,NL,NL580959193B16,2025-06-25,portail_client
3390,Atlantic Distribution Sp. z o.o.,BE,,2024-02-25,saisie_manuelle
3391,Lumen Materials Lda,SE,SE700254883701,2025-02-25,portail_client
3392,Corvus Materials A/S,DK,DK32205281,2025-02-01,portail_client
3393,Granit Trading Lda,NL,NL935855221B17,2024-03-12,crm
3394,Vertex Logistics SARL,PT,PT663575389,2024-06-01,crm
3395,Solaris Services AB,GB,GB816814499901,2024-01-29,crm
3396,Hanse Industries Lda,PL,PL5574740532,2024-12-04,import_fournisseur
3397,Hanse Trading Sp. z o.o.,IT,IT-00720440130,2025-07-12,portail_client
3398,Nord Technologies NV,SE,SE201660745501,2025-09-05,import_fournisseur
3399,Granit Trading SAS,FR,FR70669642847,2024-03-23,crm
3400,Lusitania Industries SA,IT,25109377132,2025-04-24,portail_client
3401,Delta Consulting GmbH,PT,PT 1875 55966,2024-01-02,crm
3402,Cobalt Services NV,PT,PT3421635588,2025-06-16,import_fournisseur
3403,Lumen Services AB,IT,IT71163433809,2025-05-18,reprise_erp
3404,Metallo Trading Lda,QQ,QQ154340319801,2024-10-12,reprise_erp
3405,Textil Trading SpA,DK,DK 1439 5342,2025-03-13,import_fournisseur
3406,Global Logistics Oy,PL,PL3950632087,2025-05-12,crm
3407,Global Trading A/S,BE,BE1136223095,2024-11-17,portail_client
3408,Vertex Technologies Sp. z o.o.,IT,IT22288742814,2024-07-10,saisie_manuelle
3409,Solaris Industries NV,PL,PL7454581295,2025-01-13,portail_client
3410,Nord Logistics NV,PT,PT084544487,2024-07-14,portail_client
3411,Vertex Technologies SA,LU,LUM4268920,2024-09-03,saisie_manuelle
3412,Prima Logistics NV,BE,BE1614406731,2024-02-29,reprise_erp
3413,Lusitania Services SAS,GB,GB57697763113,2024-02-05,crm
3414,Delta Technologies A/S,FR,FR5062410182,2025-09-23,portail_client
3415,Vela Materials SAS,UK,uk26062918,2024-01-30,crm
3416,Textil Transports GmbH,LU,LU98209367,2024-02-27,portail_client
3417,Batavia Foods A/S,PL,PL6010013900,2025-09-05,saisie_manuelle
3418,Global Materials SARL,UK,UK79901571,2024-01-27,import_fournisseur
3419,Lumen Materials SpA,PT,PT957380801,2025-02-25,import_fournisseur
3420,Hanse Foods SAS,BE,BE0125734170,2024-08-09,reprise_erp
3421,Hanse Foods Oy,BE,BE1685654819,2025-01-03,import_fournisseur
3422,Solaris Materials SA,SE,-,2025-09-09,import_fournisseur
3423,Vela Logistics SpA,SE,SE435187627301,2024-03-07,portail_client
3424,Vela Technologies SpA,PT,PT938404148,2024-05-20,crm
3425,Alpine Materials NV,BE,BE1M76517102,2025-03-30,saisie_manuelle
3426,Baltic Materials SARL,PL,PL 4620 005985,2025-07-24,reprise_erp
3427,Orion Consulting Sp. z o.o.,FR,79738023132,2025-01-11,reprise_erp
3428,Solaris Industries SpA,UK,UK885077008,2024-08-10,reprise_erp
3429,Meridian Consulting SA,LU,LU.18464458,2025-07-03,crm
3430,Atlantic Technologies Lda,DK,dk63457833,2025-04-27,saisie_manuelle
3431,Textil Industries SAS,LU,LU93782532,2024-05-30,saisie_manuelle
3432,Kappa Transports SAS,FI,FI27519283,2025-09-23,saisie_manuelle
3433,Hanse Logistics SARL,FI,FI10792363,2024-11-24,crm
3434,Hanse Services GmbH,PL,PL8679928563,2025-06-05,portail_client
3435,Vela Logistics NV,NL,NL401066423B59,2024-06-20,reprise_erp
3436,Cobalt Foods Lda,BE,BE0492504438,2025-07-11,saisie_manuelle
3437,Lusitania Transports A/S,FR,FR65797063580,2024-11-05,saisie_manuelle
3438,Vela Technologies Sp. z o.o.,FR,FR7027800111,2024-05-29,saisie_manuelle
3439,Alpine Distribution SAS,LU,LU61644228,2024-12-14,reprise_erp
3440,Corvus Consulting SARL,FR,FR-71202121377,2024-10-25,import_fournisseur
3441,Ardent Materials A/S,FI,FI97859056,2025-09-20,portail_client
3442,Hanse Consulting NV,PT,PT879715758,2024-09-05,crm
3443,Azur Industries Sp. z o.o.,BE,BE11911130825,2024-07-09,reprise_erp
3444,Papyrus Distribution GmbH,DK,DK71862720,2024-08-12,saisie_manuelle
3445,Global Distribution AB,PL,PL8987523078,2024-02-27,reprise_erp
3446,Textil Services A/S,BE,1941680672,2025-04-02,saisie_manuelle
3447,Textil Distribution AB,NL,NL682320110B64,2025-09-02,reprise_erp
3448,Global Logistics SpA,FR,FR88179975539,2025-04-19,crm
3449,Corvus Transports SARL,DK,DK89883015,2024-08-17,crm
3450,Lumen Industries A/S,SE,SE41122J307701,2024-04-24,saisie_manuelle
3451,Baltic Trading SA,SE,SE290204043191,2024-02-07,crm
3452,Fabrica Materials Lda,BE,BE121650946,2024-12-31,saisie_manuelle
3453,Meridian Industries SAS,PL,1879571013,2025-02-16,saisie_manuelle
3454,Cobalt Industries BV,FI,FI32799486,2025-03-27,crm
3455,Delta Logistics A/S,BE,BE1306080650,2025-02-20,saisie_manuelle
3456,Corvus Materials AB,SE,SE1572851010016,2024-10-09,reprise_erp
3457,Batavia Logistics NV,NL,NL794835752BH6,2024-09-11,crm
3458,Delta Industries SA,SE,SE1944018496011,2025-02-13,portail_client
3459,Orion Foods SpA,PT,PT-721305768,2025-03-30,crm
3460,Metallo Materials NV,SE,433700921301,2024-06-13,import_fournisseur
3461,Kappa Trading SAS,FI,FI207177117,2024-07-26,portail_client
3462,Textil Services GmbH,PL,PL3578487448,2024-03-25,portail_client
3463,Lumen Consulting BV,DK,42011061,2024-01-30,saisie_manuelle
3464,Baltic Logistics AB,NL,NL-059180122B52,2025-04-04,portail_client
3465,Atlantic Trading Sp. z o.o.,NL,370158271B83,2025-07-08,crm
3466,Atlantic Foods SARL,XX,XX4444987363,2024-06-09,import_fournisseur
3467,Solaris Technologies BV,FI,47061660,2024-10-20,crm
3468,Nord Technologies BV,UK,UK0438464150,2024-05-05,reprise_erp
3469,Orion Industries Lda,DK,DK17383167,2024-12-03,reprise_erp
3470,Cobalt Foods AB,SE,SE52121259090,2024-06-17,import_fournisseur
3471,Cobalt Services SARL,DK,DK65235463,2024-05-28,reprise_erp
3472,Solaris Services GmbH,BE,BE 0804 675178,2024-10-13,reprise_erp
3473,Granit Materials AB,FI,FI82987776,2024-06-24,saisie_manuelle
3474,Metallo Consulting NV,NL,NL285418300B25,2025-03-05,reprise_erp
3475,Kappa Logistics SARL,LU,LU42922870,2024-12-21,reprise_erp
3476,Batavia Industries SA,FR,FR51530049044,2024-06-19,crm
3477,Prima Transports NV,LU,lu21538101,2025-05-07,reprise_erp
3478,Hanse Materials NV,BE,BE0783369219,2025-09-01,saisie_manuelle
3479,Kappa Materials SA,BE,BE0526724450,2025-06-09,saisie_manuelle
3480,Global Foods Sp. z o.o.,FR,FR20764950183,2024-08-12,import_fournisseur
3481,Vertex Consulting A/S,FR,95612094601,2024-05-17,portail_client
3482,Vela Services SA,PL,PL5578149209,2024-03-30,portail_client
3483,Delta Materials A/S,FR,FR39331137833,2024-10-28,crm
3484,Prima Foods BV,BE,BE1911458442,2024-06-25,saisie_manuelle
3485,Solaris Trading Oy,FI,FI11414436,2025-04-01,portail_client
3486,Verso Distribution A/S,SE,se980721039601,2024-02-10,saisie_manuelle
3487,Orion Technologies A/S,SE,se605818750801,2025-01-31,crm
3488,Vertex Foods SA,IT,IT52042085358,2025-02-11,portail_client
3489,Atlantic Services SAS,PL,PL1471183207,2024-03-15,reprise_erp
3490,Azur Consulting Sp. z o.o.,IT,IT32693786108,2024-03-16,portail_client
3491,Solaris Services A/S,NL,NL-929325230B44,2024-04-19,saisie_manuelle
3492,Vertex Foods SpA,FR,FR 6358 7403305,2024-11-20,saisie_manuelle
3493,Verso Distribution AB,SE,SE752814659501,2025-09-26,reprise_erp
3494,Batavia Logistics GmbH,FI,FI14249333,2025-03-16,import_fournisseur
3495,Cobalt Technologies SpA,IT,IT93554743869,2024-03-22,reprise_erp
3496,Lumen Consulting GmbH,PL,  PL7355091833 ,2024-01-01,portail_client
3497,Metallo Materials Sp. z o.o.,DK,DK53357687,2024-04-15,portail_client
3498,Delta Transports Sp. z o.o.,FI,FI00557677,2025-09-27,reprise_erp
3499,Delta Distribution SAS,IT,IT25990073709,2024-11-10,crm
3500,Ardent Services SARL,PL,PL1470806681,2024-05-09,saisie_manuelle
3501,Baltic Trading SpA,PL,PL7849225498,2024-07-10,import_fournisseur
3502,Cobalt Consulting SAS,BE,  BE1710621328 ,2024-02-06,import_fournisseur
3503,Textil Materials Sp. z o.o.,NL,  NL686747926B36 ,2024-03-03,reprise_erp
3504,Granit Industries Lda,DK,DK26527120,2024-02-21,saisie_manuelle
3505,Ardent Foods Oy,BE,BE0286986970,2025-01-18,saisie_manuelle
3506,Verso Foods A/S,NL,  NL360867340B104 ,2024-05-11,reprise_erp
3507,Cobalt Materials Oy,NL,NLO78980073B87,2025-09-23,portail_client
3508,Metallo Consulting SpA,FR,FR9K477821444,2024-11-15,import_fournisseur
3509,Prima Services Sp. z o.o.,LU,LU 4356 4478,2025-08-10,portail_client
3510,Textil Trading SAS,QQ,QQ964068284601,2025-05-10,import_fournisseur
3511,Solaris Services NV,IT,IT22489248389,2024-03-13,import_fournisseur
3512,Delta Transports NV,PT,PT378373340,2024-04-30,import_fournisseur
3513,Solaris Transports SA,BE,BE1881533744,2024-03-29,reprise_erp
3514,Kappa Foods A/S,SE,se715972509701,2025-08-30,portail_client
3515,Lumen Distribution GmbH,PT,PT696805987,2025-04-14,portail_client
3516,Baltic Foods BV,NL,NL672081477B11,2024-05-22,crm
3517,Lumen Technologies BV,SE,SE653349048K01,2024-02-02,import_fournisseur
3518,Hanse Materials SARL,SE,SE011939957801,2025-06-06,reprise_erp
3519,Ardent Technologies NV,FR,  FR16653699847 ,2025-07-17,crm
3520,Azur Consulting BV,DK,DK-00981397,2024-12-15,crm
3521,Atlantic Trading GmbH,SE,SE.740572154401,2024-06-09,crm
3522,Atlantic Technologies SARL,NL,  NL624779208B58 ,2024-07-11,reprise_erp
3523,Batavia Trading AB,LU,LU487M7342,2025-09-30,saisie_manuelle
3524,Prima Industries SpA,DK,DK00050768,2024-06-02,import_fournisseur
3525,Metallo Consulting AB,PL,PL9870210424,2024-10-02,import_fournisseur
3526,Baltic Industries GmbH,PT,514947063,2025-06-14,import_fournisseur
3527,Ardent Industries A/S,PL,PL3440083061,2025-04-16,reprise_erp
3528,Metallo Logistics Sp. z o.o.,IT,IT16183324223,2025-07-22,crm
3529,Global Technologies SAS,FI,FI2784201,2025-01-04,crm
3530,Fabrica Materials Sp. z o.o.,FR,FR17522942845,2024-06-07,saisie_manuelle
3531,Vertex Transports Oy,BE,BE-0967293995,2024-12-27,saisie_manuelle
3532,Prima Logistics Sp. z o.o.,PL,PL1183723220,2025-08-27,crm
3533,Metallo Foods A/S,FI,FI.00550492,2025-07-07,saisie_manuelle
3534,Baltic Distribution Oy,FI,FI67597892,2025-01-26,portail_client
3535,Batavia Distribution SpA,LU,LU58490384,2024-05-04,portail_client
3536,Batavia Materials Oy,NL,NL186086234B012,2025-06-18,saisie_manuelle
3537,Delta Services A/S,FI,FI60964717,2025-08-09,crm
3538,Vertex Technologies NV,DK,DK-41277211,2024-05-22,crm
3539,Atlantic Industries Lda,NL,NL692865287B62,2024-12-03,import_fournisseur
3540,Baltic Distribution AB,FR,FR92603752406,2025-06-08,saisie_manuelle
3541,Delta Industries BV,PL,PL9073327591,2024-11-09,import_fournisseur
3542,Alpine Logistics A/S,LU,LU47239370,2024-10-08,reprise_erp
3543,Prima Foods GmbH,PL,PL3764246471,2025-03-04,import_fournisseur
3544,Textil Distribution A/S,FR,FR12361019032,2024-02-04,reprise_erp
3545,Granit Consulting SAS,ZZ,ZZ318883562,2025-04-29,reprise_erp
3546,Atlantic Transports NV,PL,PL8K09521177,2024-12-30,import_fournisseur
3547,Alpine Logistics SARL,BE,BE1183640916,2024-12-15,portail_client
3548,Verso Foods SA,PL,PL3799986397,2025-08-01,crm
3549,Vertex Logistics Oy,PL,PL4468486715,2024-07-09,reprise_erp
3550,Baltic Industries BV,NL,NL420903896B71,2024-08-14,import_fournisseur
3551,Kappa Logistics Sp. z o.o.,SE,SE456719393501,2025-03-14,reprise_erp
3552,Orion Services Lda,NL,NL511306349B77,2024-12-19,crm
3553,Delta Distribution SpA,BE,  BE0946549457 ,2024-12-25,crm
3554,Vela Services SpA,LU,  LU42547151 ,2025-06-11,portail_client
3555,Ardent Services A/S,FI,FI68261565,2025-01-23,crm
3556,Kappa Foods NV,FR,N/A,2025-01-12,portail_client
3557,Meridian Distribution AB,SE,SE5561771915017,2025-06-01,saisie_manuelle
3558,Hanse Services Oy,LU,-,2025-02-15,reprise_erp
3559,Lumen Industries SARL,IT,IT.06676214874,2024-03-20,crm
3560,Vertex Consulting SA,IT,IT.72492360010,2025-08-25,portail_client
3561,Papyrus Consulting SA,SE,SE59511254170,2025-04-21,portail_client
3562,Cobalt Logistics GmbH,ZZ,ZZ64847171310,2024-11-05,portail_client
3563,Nord Transports GmbH,DK,DK12116G69,2025-01-24,crm
3564,Fabrica Trading SAS,PL,PL2569405251,2024-08-18,crm
3565,Batavia Services BV,PT,PT408075302,2024-07-22,portail_client
3566,Batavia Trading AB,PT,PT937766976,2024-07-17,crm
3567,Alpine Industries GmbH,PT,PT894151967,2024-02-07,portail_client
3568,Meridian Materials NV,SE,SE214454907401,2024-06-15,saisie_manuelle
3569,Meridian Trading SpA,LU,LU.87710611,2025-01-07,portail_client
3570,Orion Transports BV,DK,  DK74766994 ,2024-08-18,portail_client
3571,Fabrica Consulting SARL,PT,PT598527133,2025-06-21,reprise_erp
3572,Alpine Foods Sp. z o.o.,DK,DK21594138,2024-08-12,import_fournisseur
3573,Fabrica Logistics SpA,LU,LU11799371,2024-07-07,portail_client
3574,Batavia Foods SAS,XX,XX32693892740,2024-02-18,import_fournisseur
3575,Ardent Foods Oy,DK,dk91970813,2024-02-28,portail_client
3576,Kappa Trading AB,SE,SE74293215600,2024-09-15,import_fournisseur
3577,Delta Distribution A/S,SE,SE742215109901,2025-01-21,reprise_erp
3578,Kappa Materials SARL,PL,PL2650637766,2025-07-03,import_fournisseur
3579,Cobalt Distribution SA,QQ,QQ 2715 2196005,2025-02-01,portail_client
3580,Atlantic Consulting BV,BE,BE0935474829,2025-07-08,crm
3581,Hanse Trading AB,PL,PL.3645026411,2024-11-14,import_fournisseur
3582,Metallo Trading SARL,FI,FI16458626,2025-04-22,import_fournisseur
3583,Atlantic Distribution Lda,FR,  FR73278261463 ,2025-04-18,crm
3584,Meridian Industries SA,PT,PT 9663 10110,2024-05-25,reprise_erp
3585,Corvus Services GmbH,LU,LU.86803619,2024-03-30,saisie_manuelle
3586,Orion Industries A/S,GB,GB148437460,2025-05-26,crm
3587,Baltic Logistics SAS,NL,NL-664535732B02,2025-05-23,saisie_manuelle
3588,Papyrus Trading Oy,FR,FR22180441796,2024-01-02,import_fournisseur
3589,Meridian Logistics NV,NL,NL192606412B97,2024-09-03,reprise_erp
3590,Metallo Services BV,IT,  IT17765129287 ,2024-08-20,portail_client
3591,Corvus Services BV,FR,FR82833759029,2024-03-15,portail_client
3592,Vertex Logistics BV,XX,XX580595353B04,2025-06-08,reprise_erp
3593,Hanse Services Oy,DK,-,2025-05-16,crm
3594,Lumen Materials SA,FI,FI-20618852,2024-07-11,saisie_manuelle
3595,Textil Foods SA,FI,17199124,2025-02-05,saisie_manuelle
3596,Azur Services BV,PT,763679062,2024-05-17,reprise_erp
3597,Solaris Transports SpA,NL,NL221816276B31,2024-07-06,portail_client
3598,Textil Technologies Lda,FR,14992459801,2025-09-23,portail_client
3599,Lusitania Trading NV,PL,PL-3556936637,2024-04-22,crm
3600,Textil Services SpA,FR,FR26532186527,2024-06-22,reprise_erp
3601,Atlantic Foods Lda,IT,IT15284646921,2024-04-04,portail_client
3602,Verso Services Sp. z o.o.,PL,PL4524938473,2025-04-24,crm
3603,Baltic Trading Sp. z o.o.,NL,NL786350453B14,2024-03-20,portail_client
3604,Nord Industries SpA,FI,FI42140758,2025-01-04,saisie_manuelle
3605,Metallo Technologies SARL,DK,DK03140210,2024-03-16,import_fournisseur
3606,Orion Transports SAS,PL,PL5336963969,2024-03-07,import_fournisseur
3607,Textil Transports SpA,SE,090942330301,2024-07-02,crm
3608,Global Distribution GmbH,DK,DK56644997,2024-05-09,crm
3609,Corvus Industries Sp. z o.o.,PT,PT.886802458,2025-01-31,saisie_manuelle
3610,Delta Distribution SpA,QQ,QQ67784714272,2025-04-13,portail_client
3611,Global Distribution AB,BE,BE0464216462,2024-05-21,saisie_manuelle
3612,Solaris Distribution A/S,IT,IT95255977396,2024-11-22,saisie_manuelle
3613,Granit Consulting A/S,IT,IT61636228274,2024-12-29,reprise_erp
3614,Textil Technologies BV,FI,FI12441567,2024-07-22,portail_client
3615,Orion Industries SARL,NL,255867888B58,2024-06-14,crm
3616,Metallo Industries Sp. z o.o.,NL,NL322629792B05,2025-03-24,portail_client
3617,Fabrica Technologies SA,ZZ,ZZ39365203748,2024-11-25,saisie_manuelle
3618,Cobalt Transports SpA,IT,89911998659,2025-06-09,saisie_manuelle
3619,Delta Trading Lda,BE,BE 0249 411249,2024-06-21,portail_client
3620,Global Consulting BV,FR,22579856659,2024-02-25,crm
3621,Azur Foods Lda,BE,BE0634003183,2025-07-27,reprise_erp
3622,Corvus Technologies SAS,BE,BE195H055550,2025-05-07,crm
3623,Ardent Trading A/S,FR,FR94839322662,2025-03-07,crm
3624,Batavia Consulting Oy,LU,LU69238675,2025-02-19,saisie_manuelle
3625,Global Services SARL,ZZ,ZZ60838267,2025-06-16,reprise_erp
3626,Ardent Technologies Sp. z o.o.,PT,PT845672894,2025-03-28,reprise_erp
3627,Vela Logistics SA,FI,FI97259084,2025-01-01,import_fournisseur
3628,Atlantic Technologies Oy,BE,BE04986374089,2025-06-12,portail_client
3629,Lusitania Services SA,PT,  PT659351374 ,2025-01-21,import_fournisseur
3630,Global Technologies BV,LU,LU50685904,2024-04-09,import_fournisseur
3631,Vertex Consulting AB,FI,FI42261486,2024-04-15,crm
3632,Nord Consulting AB,NL,602488205B76,2024-03-24,crm
3633,Meridian Services Sp. z o.o.,NL,NL242496435B99,2025-04-21,portail_client
3634,Hanse Technologies NV,IT,IT.99916337340,2024-01-14,crm
3635,Batavia Technologies SAS,NL,NL774709212B71,2025-02-16,import_fournisseur
3636,Hanse Technologies Oy,DK,DK14382909,2024-10-23,crm
3637,Delta Technologies SAS,LU,LU 8778 9802,2025-01-16,portail_client
3638,Granit Distribution Sp. z o.o.,PT,PT.112217699,2024-02-25,crm
3639,Vela Industries Lda,PL,PL1557490800,2025-07-21,import_fournisseur
3640,Lusitania Services SpA,FR,fr94234291564,2024-10-02,portail_client
3641,Meridian Consulting SpA,FR,FR27168712341,2025-02-10,portail_client
3642,Fabrica Foods NV,FR,77995902158,2025-06-19,reprise_erp
3643,Baltic Trading SARL,DK,DK 3113 7160,2025-09-17,import_fournisseur
3644,Vela Materials Oy,FR,FR13607107254,2024-04-19,crm
3645,Atlantic Technologies GmbH,DK,DK74544797,2025-02-21,reprise_erp
3646,Lusitania Trading SAS,PL,PL3421559195,2025-06-23,reprise_erp
3647,Cobalt Industries A/S,SE,SE864512769001,2024-11-09,crm
3648,Azur Distribution A/S,DK,DK46603818,2024-10-02,portail_client
3649,Ardent Foods Lda,LU,LU-28487676,2025-02-07,portail_client
3650,Ardent Materials BV,SE,SE328575176801,2025-04-02,reprise_erp
3651,Fabrica Foods Oy,FI,FI04291917,2024-12-01,reprise_erp
3652,Fabrica Transports Oy,PT,PT10136276,2025-06-06,crm
3653,Fabrica Consulting NV,BE,BE1919894270,2024-07-19,portail_client
3654,Alpine Technologies AB,LU,LU3804072,2024-07-05,reprise_erp
3655,Lusitania Technologies NV,LU,lu23703225,2024-12-20,portail_client
3656,Hanse Consulting BV,PL,PL4844286627,2025-05-28,reprise_erp
3657,Lumen Consulting AB,SE,SE270068743301,2025-04-19,portail_client
3658,Global Trading Sp. z o.o.,FR,FR75830830726,2025-04-06,reprise_erp
3659,Kappa Foods SA,SE,SE-920498985001,2025-02-03,crm
3660,Granit Transports GmbH,IT,IT.83618989954,2025-03-25,reprise_erp
3661,Fabrica Foods A/S,SE,SE 2511 99016601,2025-04-27,import_fournisseur
3662,Global Services SA,SE,SE745522298901,2024-04-15,portail_client
3663,Hanse Foods AB,FR,FR37518292316,2024-04-07,portail_client
3664,Verso Foods SpA,DK,DK2856357,2024-07-12,portail_client
3665,Lumen Distribution SA,FI,FI10525129,2025-04-21,import_fournisseur
3666,Atlantic Services NV,FR,FR18129194107,2025-09-22,reprise_erp
3667,Cobalt Foods A/S,BE,BE0348776565,2025-01-24,import_fournisseur
3668,Lumen Industries SA,IT,IT98456042575,2025-01-28,reprise_erp
3669,Cobalt Transports SA,FI,FI-85390641,2024-12-25,crm
3670,Verso Technologies NV,ZZ,ZZ49815204,2024-09-02,saisie_manuelle
3671,Lusitania Services Lda,PT,PT564889376,2024-12-16,saisie_manuelle
3672,Global Foods Oy,NL,NL228485696B70,2024-08-13,crm
3673,Nord Distribution SAS,LU,LU29927860,2024-11-03,crm
3674,Azur Services GmbH,PL,pl6595884171,2025-01-22,crm
3675,Vela Trading Sp. z o.o.,FR,FR74238444570,2024-11-08,saisie_manuelle
3676,Delta Transports AB,NL,  NL622445182B06 ,2024-05-19,portail_client
3677,Prima Distribution Oy,BE,BE1176931286,2024-04-04,import_fournisseur
3678,Cobalt Foods Oy,FI,FI160952946,2024-06-13,crm
3679,Meridian Industries Lda,BE,BE.0477573065,2025-08-27,reprise_erp
3680,Cobalt Industries SA,PL,PL4628729204,2024-08-16,portail_client
3681,Fabrica Services AB,NL,  580569925B77 ,2024-11-27,saisie_manuelle
3682,Meridian Consulting Lda,DK,DK-62554185,2024-03-31,portail_client
3683,Papyrus Distribution SARL,FR,FR17885355506,2024-07-06,reprise_erp
3684,Vela Materials AB,QQ,QQ55950181233,2025-08-21,saisie_manuelle
3685,Granit Distribution SAS,NL,nl052509977b51,2025-09-26,crm
3686,Verso Logistics Sp. z o.o.,LU,LU86193357,2024-05-01,portail_client
3687,Textil Logistics A/S,DK,DK3J572873,2025-03-28,portail_client
3688,Cobalt Trading SpA,FR,FR.90385251822,2025-06-30,crm
3689,Meridian Services Lda,IT,IT42339780821,2025-05-07,saisie_manuelle
3690,Corvus Consulting Lda,PT,  PT883211360 ,2024-03-29,portail_client
3691,Verso Trading A/S,DK,DK25172567,2024-08-01,portail_client
3692,Papyrus Consulting BV,NL,862182177B84,2025-08-12,import_fournisseur
3693,Metallo Logistics BV,LU,LU47121044,2025-07-28,import_fournisseur
3694,Granit Materials Lda,BE,BE.0364677042,2024-04-09,import_fournisseur
